source,target,weight
할인받아서,할인되나요,0.9966347217559814
그런,번,0.9966300129890442
충전,사용이,0.9966248869895936
그런,할인해,0.996616005897522
약정으로,기간,0.9966148734092712
그런,싸지는데요,0.9966115355491638
용량은,할인되나요,0.996607780456543
최대,100GB,0.996607780456543
약정으로,다르지만,0.996604025363922
해지는,집에서,0.9965935945510864
할인받아서,사용을,0.9965888261795044
약정으로,가능하십니다,0.99658465385437
납부하신,<NAME>이야,0.996568202972412
제공하며,젠장,0.9965634942054749
1년,확인할,0.9965609312057496
할인받아서,약정으로,0.9965587854385376
동안,기간이,0.9965547323226928
되는,싶은데,0.9965527057647704
동의,과정이,0.9965512156486512
결합할인을,여행,0.996544361114502
많아서,나오셨습니다,0.9965429306030272
알았어,보내드릴까요,0.9965396523475648
약정으로,기종과,0.9965375065803528
번,여행,0.996536135673523
원하시는,<CHARGE>의,0.9965303540229796
않으셨기,처리됩니다,0.996524453163147
고객님께서는,좋은데요,0.996517777442932
할인받아서,기종과,0.9965172410011292
문자는,기본으로,0.9965160489082336
결합할인을,서류와,0.996514618396759
해지는,주의,0.9965052604675292
동안,공간을,0.9965051412582396
1년,일부,0.9965044260025024
그런,<CHARGE>원,0.9965025186538696
할인해,젠장,0.996499478816986
<VOICE_AMOUNT>,추천합니다,0.996498167514801
봐요,많아지면,0.9964960217475892
구매,기간이,0.9964948892593384
늘어서,음성통화도,0.996492862701416
<CHARGE>까지,할인받으실,0.9964924454689026
거야,가능하십니다,0.9964917302131652
할인되나요,<STORAGE_AMOUNT>의,0.9964903593063354
<CHARGE>원,GS25,0.9964863657951356
내일,줄,0.9964857697486876
관련해서,잃어버렸어요,0.9964815378189088
사용을,줄여야,0.9964802265167236
내일,보내드릴까요,0.9964796900749208
안내,작성하셔야,0.99647718667984
<CHARGE>원,번,0.9964767694473268
좋아,기간이,0.9964730739593506
2년,할인받아서,0.996467649936676
해지는,작성하셔야,0.9964669346809388
있을,할인받으실,0.9964666366577148
<DATA_PRICE>원입니다,음성통화도,0.9964662790298462
무료로,적립됩니다,0.996465504169464
확인됩니다,인한,0.9964649081230164
된,매장에,0.9964606761932372
약정으로,할인되나요,0.9964601993560792
약정으로,일부,0.996457815170288
그런,<DATA_AMOUNT>,0.9964500665664672
다르지만,기종과,0.9964424967765808
9시부터,오후,0.996442437171936
제공하는,이용하실,0.9964354038238524
많아서,많아,0.9964316487312316
음성,포함됩니다,0.996422290802002
<CHARGE>원,거야,0.9964187741279602
것으로,봐요,0.9964179396629332
즐거운,일상의,0.996416449546814
번,싸지는데요,0.9964155554771424
설명,절약되실,0.9964143633842468
<CHARGE>원,다르지만,0.9964141249656676
도움이,구매,0.9964099526405334
할인율이,일본이야,0.996407985687256
기간에,신청서를,0.9964072108268738
확인하실,있을,0.9964067935943604
그런,보시면,0.9964051842689514
때,CU,0.9963988065719604
많아서,늘어서,0.9963984489440918
<CHARGE>원,일반적으로,0.9963966608047484
포인트,도착하면,0.9963927268981934
결제는,여행,0.9963920712471008
때,1GB가,0.9963899254798888
그래도,보내주시면,0.9963898062705994
구매,방식에,0.9963881969451904
함께,멤버십에,0.9963880777359008
구매,어디서,0.9963859915733336
할인해,줄여야,0.9963816404342652
어디로,직영점이나,0.9963811635971068
접수하면,줄,0.9963768124580384
설명,후로,0.9963731169700624
하는,주신,0.9963703751564026
그래,멤버십에,0.9963697791099548
보충팩은,관리하는,0.9963697791099548
청구된,설명해주세요,0.9963626265525818
여행,걸리는,0.996362030506134
약정으로,동안,0.996359407901764
그런,거야,0.9963578581809998
함께,여행,0.9963556528091432
번,서류와,0.9963551759719848
결합할인을,그래,0.9963505864143372
좋아,보내주시면,0.9963494539260864
그런,설명해주세요,0.9963489770889282
필요,박스를,0.9963489174842834
<DATA_PACK>로,설명,0.9963451027870178
방문하실,과정이,0.9963407516479492
도움이,할인받아서,0.9963378310203552
택배로,보내고,0.9963367581367492
CU,상품으로의,0.9963340759277344
그런,일본이야,0.99633127450943
통화료는,사용료는,0.9963307976722716
통화료는,<DATA_PRICE>원,0.9963262677192688
할인되나요,알,0.9963252544403076
그런,무슨,0.996324062347412
상태,확인하나요,0.9963240027427672
CU,아이폰,0.9963180422782898
<DATA_PRICE>원입니다,많아서,0.9963154792785645
많아서,이런,0.9963145852088928
몇,바로,0.9963138699531556
접수해,가시는,0.9963136911392212
제한,측정,0.996313452720642
함께,서류와,0.996312141418457
결합할인을,중,0.996308207511902
상태,오전으로,0.9963076710700988
할인받아서,가능하십니다,0.9963060021400452
<CAPACITY>,추천합니다,0.9963050484657288
서류와,설명해주세요,0.9963043332099916
변경은,그래,0.9963041543960572
<CHARGE>원,<STORAGE_AMOUNT>의,0.996303141117096
있도록,빠르게,0.996298849582672
설명,<VOICE_AMOUNT>,0.996296226978302
설치해주세요,사항을,0.9962943196296692
1년,다르지만,0.9962942600250244
어쩌죠,봐요,0.996293604373932
보내드릴까요,작성하셔야,0.9962927103042604
적합한,편입니다,0.996292531490326
좋아,쓸,0.9962893724441528
번,드리는,0.996289074420929
늘어서,이런,0.9962888956069946
적합한,거군요,0.996288537979126
1년,구매,0.9962862133979796
다르지만,GS25,0.9962857961654664
상태,좋아,0.996283233165741
서류와,사용처가,0.996282696723938
번,방식에,0.9962787628173828
약정으로,확인할,0.9962763786315918
추가적인,취하겠습니다,0.9962737560272216
보내드릴까요,주의,0.9962720274925232
<DATA>입니다,아이폰,0.996271312236786
그런,사용을,0.9962705373764038
음성,서류와,0.9962670803070068
사용을,젠장,0.996267020702362
어디인가요,좋아,0.9962668418884276
용량은,<STORAGE_AMOUNT>의,0.9962636828422546
포인트,그래,0.9962607622146606
채널이,프리미엄,0.9962570667266846
그런,할인율이,0.9962566494941713
거죠,이렇게,0.9962550401687622
상태,기간이,0.996253490447998
거야,드리는,0.9962496161460876
포인트,멤버십에,0.9962494373321532
GS25,CU,0.9962470531463624
CU,데이터,0.996243953704834
약정으로,<STORAGE_AMOUNT>의,0.996241569519043
접수해,어디인가요,0.9962313771247864
돼,하면,0.996230125427246
속도로,보통,0.9962237477302552
결제를,포인트,0.9962220788002014
서비스,선물하기,0.9962205290794371
1년,기종과,0.9962196946144104
사용으로,발생했습니다,0.9962155818939208
변경은,쓸,0.996213436126709
줄여야,젠장,0.996212601661682
사용을,추천합니다,0.9962120056152344
때,할인받아서,0.996210753917694
그래요,절약되실,0.996209681034088
때,구매,0.9962080121040344
된,오후로,0.996206283569336
할인받아서,여행,0.9961985349655152
알았어,<DISCOUNT_CHARGE>원입니다,0.9961976408958436
것으로,많아지면,0.9961929321289062
거야,받고,0.9961917996406556
그래도,느린,0.9961915016174316
접수되었습니다,<ADDRESS>요,0.996189296245575
이렇게,걸리네요,0.9961881637573242
사용료가,비싸게,0.9961879253387452
3일,어서,0.9961874485015868
줄,홈페이지나,0.9961847066879272
다시,진행됩니다,0.9961775541305542
구매,할인되나요,0.996176540851593
2년,24개월,0.996176302433014
도움이,일부,0.9961754679679872
청구된,설명,0.9961752891540528
알았어,내일,0.9961751103401184
<CHARGE>원,드리는,0.9961742162704468
카드를,결합할인을,0.9961689710617064
구매,동안,0.9961673617362976
거야,함께,0.9961668252944946
함께,포인트,0.9961660504341124
비해,썼나요,0.996165931224823
카드를,CU,0.9961654543876648
정상,해지요,0.9961643815040588
함께,그래,0.9961633682250975
번,걸리는,0.9961631298065186
해지가,가입이,0.9961621165275574
1년,<STORAGE_AMOUNT>의,0.9961609840393066
나왔습니다,예상보다,0.996160328388214
정상,USIM,0.9961601495742798
용량은,할인받아서,0.9961596727371216
음성통화와,아이폰,0.9961588978767396
된,홈페이지나,0.9961586594581604
<CHARGE>원,CU,0.9961562752723694
보내드릴까요,사항을,0.9961534738540648
<CHARGE>원,들어,0.9961514472961426
청구된,추천합니다,0.9961506724357604
포인트,걸리는,0.9961498975753784
<CHARGE>원,사용을,0.9961464405059814
결제를,서류와,0.9961458444595336
